reminder,reply,intent,dpd,amount,loan,tone,region,ptp_date,ptp_amount,dispute_type,excuse_type,cibil_mentioned,legal_mentioned
"Arre, ₹8500 ki EMI 29 din se overdue hai, late fees lagech hai. Aapka CIBIL score bhi impact ho sakta hai. Aaj settle karein?","Re bhai, thoda time do please. Mera business mein problem chal raha hai, next month double EMI kar dunga. Aap trust karo 🙏",needs_more_time,29,8500,business loan EMI,polite,mumbai,next month,17000.0,,business problem,True,False
"Suresh ji ₹22000 ka bakiya amount clear karein. 40 din se pending hai, CIBIL score par asar pad raha hai. UPI se payment karein, ya humein call back karein.","Yaar, main kya karun? Paise nahi hai. Court mein jaake karwa lo. 😠",refusal,40,22000,business loan EMI,angry,kolkata,,,,financial,True,False
"Bike loan EMI ₹7500 due hai 13 din se, aapko UPI payment link bhej raha hoon, please check karein","Anna, mujhe 1 week ke andar payment karne ka time do, main abhi thoda busy hoon",dispute,13,7500,bike loan EMI,evasive,hyderabad,,,payment request,busy,False,False
Sunita ji ₹18000 settle karne ke liye 10% extra dena padega. Pakka karein?,"nahi kar sakta, abhi paisa nahi hai. Bol late fees kitni lag rahi hai?",refusal,5,18000,business loan EMI,cooperative,delhi,,,,lack of funds,False,False
"Bhai, ₹15000 pending hai. CIBIL score kharab ho jayega, turant payment karein. UPI se bhi payment kar sakte hain.","Bhai ₹7500 abhi bhej raha hun, baaki 20 tarikh ko pakka kar dunga 🙏",partial_payment,24,15000,mobile loan EMI,polite,delhi,20,7500.0,,job loss,True,False
"Yaar, ₹5000 bike loan EMI 51 days overdue hai. Settlement option bhi dekh sakte hain. Turant call back karein.","Bhai, maine 1 mahine mein payment karne ki koshish karunga. Abhi thoda time do.",dispute,51,5000,bike loan EMI,evasive,delhi,1 mahine mein,,,financial issue,False,False
"Rahul ji, aapka ₹6500 ka EMI 59 din se due hai. Aapko CIBIL score bhi kharab hoga. Kab tak payment karoge?","Mujhe 10 din mein payment karne do, sir. Maine thoda business mein loss kiya hai to abhi nahi kar pa raha hoon.",dispute,59,6500,bike loan EMI,desperate,hyderabad,10 days,6500.0,payment delay,financial difficulty,True,False
"Suresh ji, ₹1800 EMI 10 din ho gaye. UPI se kar dein: rzp.io/pay 📈","bhai, abhi kuch issues hai. Next month zarur karenge, sorry 🤞",promise_to_pay,10,1800,BNPL payment,evasive,chennai,next_month,1800.0,,vague_timeline,False,False
"Arun ji ₹13000 ka EMI pending hai, 7 days ho gaye hain. Late fees bhi lagega sir. UPI maadtini ₹13000 pay kar sakte hain?","Abhi nahi kar sakta, thoda time lagega. Bekku time nahi hai",refusal,7,13000,mobile loan EMI,polite,bangalore,,,,time constraint,False,False
"Ankit bhai, ₹18000 ki EMI due ho gayi hai. Turant payment karwa dein, nahi toh late fees bhi lag jayegi. Payment link bhej raha hoon.","Bol yaar, kitna time doge? Abhi toh kuch nahi kar sakta",refusal,9,18000,credit line EMI,desperate,delhi,,,,desperation,False,False
"Boss ₹7200 bike loan EMI miss ho gayi hai, 79 days overdue hai. Payment karein?","Boss yeh amount thoda zyada ho gaya hai, settlement kuch mil sakta hai? ₹5000 abhi de sakta hoon",dispute,79,7200,bike loan EMI,desperate,hyderabad,today,5000.0,amount,financial difficulties,False,False
"Sunita ji, ₹28000 ka EMI pending hai. Aapka CIBIL score impact ho sakta hai. Aapko legal notice bheja jayega.","Lagech nako re, thoda time do. Main aapse milta hun, aapko pata chalega 🤝",refusal,20,28000,credit line EMI,cooperative,mumbai,,,,,True,True
"Amit ji, ₹8000 mobile loan EMI 22 days overdue. Settlement karne ke liye samay kam ho raha hai. Abhi payment karein: rzp.io/pay, CIBIL score affect hoga.","Okay ra, kal tak pakka kar dunga, friday salary aayegi, usse pehle transfer kar dunga 🙏",promise_to_pay,22,8000,mobile loan EMI,cooperative,hyderabad,friday,8000.0,,waiting_for_salary,True,False
"Anna ₹15000 ke BNPL payment ki last date 25 din pehle nikal gayi thi. Aapki CIBIL score par asar pad sakta hai, okay ra?","Sorry boss, abhi thoda muskil hai, definitely kal se kal tak kar dunga",refusal,25,15000,BNPL payment,evasive,hyderabad,,,,financial,True,False
"Sagar ji ₹8500 EMI due hai. 25 din ho gaye, ab late fees bhi dena padega. CIBIL score impact padega, nako?","Re, maine 2 din pehle UPI kar diya tha. Aap logon ke system mein koi issue hai, kay?",dispute,25,8500,business loan EMI,worried,hyderabad,,,payment made,technical issue,True,False
"Vishal ji, ₹2800 EMI 22 din ho gaye. Late fees ₹200 lag gaye hain. UPI se kar dein: rzp.io/pay","abhi nahi kar paunga, kuch time chahiye, 2-3 din mein payment kar dunga",promise_to_pay,22,2800,credit line EMI,evasive,pune,2-3 days,2800.0,,time required,False,False
"Rahul ji, ₹15000 ki EMI 24 din se pending hai. Aapko legal notice mil sakta hai, re. Thoda payment karein, settlement kar lete hain.","Abhi ₹5000 bhejta hun, baaki 2 hafte mein pakka bhejunga",partial_payment,24,15000,mobile loan EMI,angry,mumbai,null,5000.0,,temporary financial difficulties,False,True
"Rahul bhai, ₹10000 bike loan EMI ke liye bol, aapke account pe late fees bhi lag raha hai. UPI se payment link bhej raha hoon. 📈","Haan haan, next week tak pakka karta hun, thoda time do 🤞",refusal,7,10000,bike loan EMI,evasive,bangalore,,,,vague timeline,False,False
"Bhai, ₹18000 ke EMI ka payment karo, UPI se turant kar sakte ho, 25 din ho gaye","Nahi kar sakta, abhi kuch nahi kar sakte, bolte raho",refusal,25,18000,credit line EMI,angry,delhi,,,,,False,False
"Sunil ji, ₹10000 EMI 9 din overdue hai. Settlement ka option bhi hai. Call karein 9876543210","Yaar, abhi kuch din aur de do. Pakka kar dunga 🙏",promise_to_pay,9,10000,business loan EMI,polite,delhi,null,,,vague_timeline,False,False
"Sir ₹4500 EMI 27 din se overdue hai. Late fees lag rahi hai, CIBIL score bhi impact hoga. UPI maadtini ₹4500 karenge?","Sir bekku 10 din aur do, uncle ki tabiyat kharab hai, uske baad settle karta hoon. 🙏",needs_more_time,27,4500,business loan EMI,worried,bangalore,next Saturday,2250.0,,family emergency,True,False
"Sachin ji, ₹6000 EMI 8 din overdue. CIBIL affect hoga, so please settle kar lein: rzp.io/pay","Arre re, abhi thoda time chahiye. 2-3 din mein zarur kar dunga 🙏",promise_to_pay,8,6000,BNPL payment,evasive,mumbai,,,,needs time,True,False
"Anil ji, aapki ₹25000 ki EMI 41 din se pending hai. Turant payment karein, nahi toh settlement ke liye bolna hoga.","Theek hai bhai, kal tak kar dena, pakka. Abhi thoda busy hun 🙏",refusal,41,25000,credit line EMI,cooperative,delhi,tomorrow,25000.0,,busy,False,False
"Priyanka ji aapka ₹3200 EMI 77 din se due hai, aapko late fees bhi dena padega. Pakka payment karein.","Bhai, mera loan ₹2800 ka tha, aap extra ₹500 kyun maang rahe ho? 😡",dispute,77,3200,mobile loan EMI,angry,delhi,,,incorrect amount,,False,False
"Namaste sir, aapka ₹8000 EMI 9 din se overdue hai. UPI maadtini ₹4000 abhi bahej sakte hain?","Illa, sir abhi ₹4000 hi ho paayega. Baaki 10 tarikh ko bejhunga.",partial_payment,9,8000,personal loan EMI,polite,bangalore,10,4000.0,,,False,False
"Ankit ji ₹6500 due hai. EMI miss karne se CIBIL score kharab hoga, re. Settlement option bhi hai, lekin usmein extra charges dena padega","Mujhe 10% interest nahi dena. Mera loan 5000 ka tha, aap logon ne extra charges kyun lagaye?",dispute,25,6500,business loan EMI,angry,pune,,,incorrect amount,disagreement,True,False
"Kumar ji, ₹1500 EMI 50 din due. Late fees ₹200 ho gaye hain. UPI se kal tak payment karein: rzp.io/pay 📝","Theek hai Anna, kal tak zaroor payment kar dunga 🤞",promise_to_pay,50,1500,credit line EMI,worried,hyderabad,kal,1500.0,,,False,False
"Sir, ₹3500 EMI 22 din ho gaye. UPI se kar dein illa account block ho jayega. rzp.io/pay. CIBIL score affect hoga.","bekku sir, kal se transfer kar dunga 🙏. Salary delay hui thi",promise_to_pay,22,3500,business loan EMI,polite,bangalore,tomorrow,3500.0,,salary delay,True,False
₹12000 bike loan EMI ke sath ₹2500 late fees bhi ho gaya hai. Sir aapka CIBIL score bhi impact hoga. ₹14500 clear karein please.,sir bekku jo karna ho karo,refusal,88,12000,bike loan EMI,angry,bangalore,,,,,True,True
"Sachin ji ₹10500 bike loan EMI 24 din overdue hai. CIBIL score kharab ho jayega, turant UPI se payment karein.","yaar sach mein paisa nahi h, abhi do hafte aur de do please 🙏",needs_more_time,24,10500,bike loan EMI,polite,delhi,14,,,family_problem,True,False
"Kumar ji, ₹4800 EMI 17 din late ho gayi. ₹4840 (late fees) UPI se jaldi karein: phonepe.co/pay. Settlement option bhi hai.","illa, kal office se baahar hoon, 25th ko kar dunga 🙏",promise_to_pay,17,4800,BNPL payment,polite,hyderabad,25th,4840.0,,out of town,False,False
"₹15000 EMI bohot din ho gaye, 31 days overdue hai. ₹7500 abhi bhejne ki kripa karein, nahi to late fees bhi lagech aur CIBIL score bhi kharab hoga."," ₹3000 abhi bhej raha hun, baaki 25 tarikh ko pakka bhejunga. Aap log samjhana band kar do, samajh rahe hain. Settlement karne ki zarurat nahi hai.",partial_payment,31,15000,credit line EMI,resigned,mumbai,25,3000.0,,,True,False
"Ramesh ji, bike loan EMI ₹4500 ka 55 days overdue hai. CIBIL score affect hoga, abhi karein: rzp.io/pay","bhai thoda patience rakhna, aaj hi karta hun 🙏",promise_to_pay,55,4500,bike loan EMI,worried,bangalore,today,4500.0,,,True,False
Rohan ji ₹2500 ki EMI 38 din se due hai. Settlement option hai. UPI se payment karein: rzp.io/pay. Late fees ke sath CIBIL affect hoga.,"bhai abhi busy hoon, kal call karta hoon 🙏",promise_to_pay,38,2500,personal loan EMI,evasive,delhi,,,,busy,True,False
"Arre, ₹3800 EMI 48 din overdue. CIBIL score pe asar padega. UPI se payment karein: rzp.io/pay",Kya kar rahe ho bhai? Paise nahi hai. Kuch settlement ho sakta hai?,promise_to_pay,48,3800,mobile loan EMI,desperate,mumbai,,,settlement,lack of funds,True,False
"Sir, ₹12000 EMI overdue hai. Full payment karein, CIBIL score impact ho raha hai.","Sir, ₹6000 abhi bhej sakta hun, baaki 15 tarikh ko bhejunga, illa 5% late fees toh nahi lagega?",partial_payment,19,12000,personal loan EMI,cooperative,bangalore,15,6000.0,,,True,False
"Neha ji ₹9000 EMI overdue hai, poora ek baar mein nahi hoga toh ₹4500 abhi bhej sakte hain? UPI link bhejta hun.","Sorry sir, ₹3000 abhi bhej sakti hun, baaki 20 tarikh ko pakka 😊",partial_payment,9,9000,BNPL payment,polite,bangalore,20,3000.0,,,False,False
"Kunal ji, ₹6500 ka bike loan EMI 79 din se pending hai. Bol, kab tak payment kar rahe ho?","Abhi thoda time de do bhai, maine kuchh din pehle UPI kar diya tha, lekin account se paise kat gaye",dispute,79,6500,bike loan EMI,desperate,delhi,,,payment not received,funds issue,False,False
"Rajesh ji, ₹18000 ka payment 38 din ho gaye. Legal action lena padega. Please clear karein.",Band karo yeh messages. Main court mein milta hun,refusal,38,18000,BNPL payment,angry,bangalore,,,,,False,True
"Rahul ji, ₹2500 EMI 24 din overdue. Late fees bhi lag rahi hai. Abhi karein: rzp.io/pay","Kuch nahi sir, kal office se paise nikalwaunga",promise_to_pay,24,2500,mobile loan EMI,polite,bangalore,tomorrow,2500.0,,office_procedure,False,False
"Anna ₹12000 bike loan EMI pending hai, 82 days ho gaye. Full payment karein, okay ra? CIBIL score bhi kharaab hoga.","Boss, abhi ₹6000 bhej sakta hun, baaki 10 din mein zaroor karenge.",partial_payment,82,12000,bike loan EMI,cooperative,hyderabad,10,6000.0,,,True,False
"Rahul ji, ₹3000 bike loan EMI 5 din late ho gayi. Lagech tension ho raha hai, re. Abhi UPI se kar dein: rzp.io/pay","Bhai, thoda busy tha. Aaj hi kar dete, lekin kitna late fees lagega?",promise_to_pay,5,3000,bike loan EMI,evasive,chennai,,,,busy,False,False
Nako ₹9000 ka EMI late fees ke saath settle karein. Aapka CIBIL score kharab ho raha hai.,"Lagech, paisa nahi hai. Kabhi bhi kar dunga, bas thoda time do 🙏",needs_more_time,20,9000,personal loan EMI,resigned,mumbai,,,,vague_timeline,False,False
"Kunal ji aapka ₹5000 EMI 77 din ho gaya due, sun, aapko turant payment karna hoga nahi to legal action lena padega.","Bhai, main koshish kar raha hoon, lekin mere paas paise nahi hain, kuch din aur dijiye 🙏",dispute,77,5000,mobile loan EMI,evasive,delhi,,,,financial difficulty,False,True
"₹5000 business loan EMI 15 din se overdue hai. Aapka CIBIL score kharaab ho raha hai, kindly ₹5000 UPI se settle karein.","Yaar ₹5000 to abhi nahi kar sakta, agle mahine ₹10000 kar dunga, ek hafte ka time do",needs_more_time,15,5000,business loan EMI,cooperative,mumbai,ek hafte,10000.0,,temporary_cash_shortage,True,False
"Rahul ji, ₹6500 EMI 9 din overdue. Settlement ka option bhi hai. Abhi karein: rzp.io/pay","bhai thoda patience rakho, next week zarur kar dunga, thanks 🙏",promise_to_pay,9,6500,personal loan EMI,resigned,hyderabad,next week,6500.0,,time request,False,False
"Arre, ₹15000 ka EMI 30 din ho gaye. Aapka CIBIL score bahut affect ho raha hai. Thoda jaldi karein: rzp.io/pay","Bhai, maine thoda time le liya hai. Next month transfer kar dunga.",promise_to_pay,30,15000,BNPL payment,evasive,mumbai,,,,vague_timeline,True,False
Saurabh ji ₹4800 EMI 30 din overdue. CIBIL score ko nuksaan hoga. Abhi karein: rzp.io/pay. Late fees ₹200 lagech hai,bhai thoda samajh lo. office mein problem chal rahi hai. kal baat karte hain,promise_to_pay,30,4800,credit line EMI,worried,mumbai,,,,office problem,True,False
"Sir, ₹5500 business loan EMI 19 din se overdue hai. Late fees ₹350 lag rahi hai. UPI se turant settle karein, CIBIL score kharab ho jayega.","Sir, 5 din aur chahiye, wo time par denge. Transaction Reference No. bhej dijiye.",needs_more_time,19,5500,business loan EMI,cooperative,bangalore,5 din,5500.0,,,True,False
"Bhai, ₹9000 ka EMI 6 din se overdue hai. UPI link bhejta hun. Turant payment karein.","Yaar, ₹3000 abhi bhejta hun. Baaki 10 tarikh ko pakka. Interest nahi lagu karein, plz.",partial_payment,6,9000,mobile loan EMI,desperate,chennai,10,3000.0,,health issue,False,False
"Hi anna, ₹6500 mobile loan EMI 22 days overdue. Late fees bhi lagega. Abhi UPI se payment karein: rzp.io/pay, CIBIL score bhi affect hoga.","Sorry boss, aaj hi kar dunga, office mein thoda busy tha, definitely kar dunga 🙏",promise_to_pay,22,6500,mobile loan EMI,polite,hyderabad,today,6500.0,,busy,True,False
"Arre, Sagar ji, ₹10000 EMI due hai, 85 din se due hai. Poora payment karke EMI schedule follow karein.","Sorry re, 5000 abhi UPI se bhejta hun, baaki 15 din mein pakka. Late fees maaf kar dena",partial_payment,85,10000,mobile loan EMI,desperate,mumbai,15,5000.0,,,False,False
"Rohan ji ₹11000 BNPL payment 41 din se pending. EMI bharne mein delay ho raha hai, aaj settle karein. RBI guidelines ke anusar aapko notice bhejna pad sakta hai.","kay sir, paisa jaldi jama karwaunga. Abhi out of station hoon, next week aapko paisa bhejunga, aapko promise karta hoon 😊",needs_more_time,41,11000,BNPL payment,worried,bangalore,,,,travel_problem,False,True
"Rahul ji, ₹18000 EMI 79 din overdue hai. Bol, abhi payment karein: rzp.io/pay. CIBIL score affect hoga aur late fees bhi lag rahi hai","Bhai, thoda time do. Next week payment kar dunga. Pakka 🙏",promise_to_pay,79,18000,credit line EMI,evasive,delhi,,,,time,True,False
"Arre, ₹9500 bike loan EMI 20 din se overdue hai. Late fees lag rahi hai, aapka CIBIL score bhi impact hoga. Abhi settlement karein.","Nako re, ₹2000 abhi kar sakta hoon. Baki 15 din mein kar dunga. Mera business thoda kharab chal raha hai.",needs_more_time,20,9500,bike loan EMI,evasive,mumbai,15 din,7500.0,,business problem,True,False
₹8000 ka EMI pending hai. Kab tak karoge payment? Settlement offer hai 70% amount pe.,"enti anna, main kal kar dunga. lekin 70% pe settlement karoge to main abhi kar sakta hoon.",dispute,69,8000,credit line EMI,resigned,hyderabad,tomorrow,5600.0,not specified,accepting settlement,False,True
"Sir, aapka ₹7000 ka EMI due hai 59 din ho gaye. Late fees bhi lagegi. Aapko kuchh samajh mein aata hai?","Nahi, sir. Mera loan ₹6000 ka tha. Extra charges kyun lage rahe ho? Ye galat hai.",dispute,59,7000,bike loan EMI,angry,hyderabad,,,incorrect amount,incorrect loan amount,False,False
"Arre ₹5500 ka EMI 30 din se overdue hai, aapko CIBIL score par asar pad sakta hai. Abhi payment karein.","Maine payment kar diya tha, aapke system mein problem hai, UPI reference number de doon?",dispute,30,5500,credit line EMI,desperate,mumbai,,,payment not reflected,system error,True,False
"Sir ₹10000 EMI pending hai, settlement option available hai. Aap kitna abhi pay kar sakte ho?","boss 4000 abhi de sakta hun, baaki 15 tarikh ko, definitely, UPI se payment kar dunga",partial_payment,3,10000,credit line EMI,cooperative,hyderabad,15,6000.0,,,False,False
"Vikram ji, ₹12000 personal loan EMI bahut overdue ho gaya. CIBIL score kharaab hoga, turant contact karein. Payment link: <link>","Bhai, sach mein business mein problem chal rahi hai. Next month double kar dunga, bas thoda time do",needs_more_time,13,12000,personal loan EMI,desperate,mumbai,next_month,24000.0,,business_problem,True,False
"Rahul sir, ₹12000 ka EMI 28 din se pending hai. Aapka CIBIL score bhi impact hoga. UPI maadtini ₹12000 settle karein.","Illa bekku sir, abhi thoda tight hoon. Next month zaroor pay karta hun 🙏",refusal,28,12000,personal loan EMI,polite,bangalore,,,,financial constraint,True,False
"Amit ji ₹8000 EMI 30 din se pending hai. Late fees lagu hoga, abhi kar dein: rzp.io/pay","kal office mein busy tha, aaj evening mein pakka kar dunga",promise_to_pay,30,8000,business loan EMI,desperate,delhi,today,8000.0,,office work,False,False
"Arre bhaiya ₹5000 bike loan EMI ke 12 din ho gaye, nako late fees lag rahi hai, aaj hi settle karein, UPI se payment link bhej raha hoon.","Yaar, thoda aur time chahiye, business mein thoda problem chal raha hai, next week zarur kar dunga 🙏",needs_more_time,12,5000,bike loan EMI,polite,mumbai,next week,5000.0,,business problem,False,False
